Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y
speedLimit35,630,182,645,201
speedLimit35,320,176,337,199
speedLimit35,640,170,655,190
speedLimit35,307,164,327,191
speedLimit35,648,175,666,196
speedLimit35,288,169,310,197
speedLimit35,657,169,676,192
speedLimit35,267,166,291,197
speedLimit35,669,174,689,197
speedLimit35,243,167,268,201
speedLimit35,682,179,703,205
speedLimit35,211,172,239,209
speedLimit35,698,168,721,195
speedLimit35,171,159,203,201
speedLimit35,716,153,741,183
speedLimit35,121,138,156,187
speedLimit35,736,150,764,183
speedLimit35,52,125,90,181
speedLimit35,761,143,791,179
speedLimit35,791,133,824,175
speedLimit35,829,121,868,167
speedLimit35,883,97,928,151
speedLimit35,960,77,1012,141
speedLimit35,369,172,389,196
speedLimit35,353,171,375,198
speedLimit35,332,172,356,202
speedLimit35,308,157,335,190
speedLimit35,278,147,309,184
speedLimit35,240,111,275,155
speedLimit35,189,122,231,173
speedLimit35,118,117,168,177
speedLimit30,616,167,636,191
speedLimit30,616,167,636,191
speedLimit30,618,162,638,186
speedLimit30,618,164,639,189
speedLimit30,616,164,639,191
speedLimit30,618,158,641,185
speedLimit30,619,157,642,184
speedLimit30,621,153,645,183
speedLimit30,625,149,651,181
speedLimit30,631,141,658,174
speedLimit30,641,136,669,170
speedLimit30,650,128,680,165
speedLimit30,661,120,693,160
speedLimit30,672,115,705,155
speedLimit30,685,107,720,150
speedLimit30,701,94,738,139
speedLimit30,717,78,757,126
speedLimit30,737,71,779,122
speedLimit30,757,59,803,115
speedLimit30,781,43,833,105
speedLimit30,810,24,867,91
pedestrianCrossing,748,154,776,182
pedestrianCrossing,768,150,798,180
pedestrianCrossing,792,144,823,175
pedestrianCrossing,656,195,674,213
pedestrianCrossing,818,131,852,166
pedestrianCrossing,664,189,683,209
pedestrianCrossing,848,124,885,162
pedestrianCrossing,670,188,691,209
pedestrianCrossing,885,112,925,154
pedestrianCrossing,678,184,699,205
pedestrianCrossing,930,97,975,145
pedestrianCrossing,687,184,709,206
pedestrianCrossing,834,148,872,189
pedestrianCrossing,870,141,911,186
pedestrianCrossing,915,128,961,179
pedestrianCrossing,709,151,735,177
pedestrianCrossing,724,143,751,171
pedestrianCrossing,737,138,768,169
pedestrianCrossing,754,132,786,163
pedestrianCrossing,773,128,807,163
pedestrianCrossing,794,118,830,154
pedestrianCrossing,818,105,856,144
pedestrianCrossing,848,100,890,143
pedestrianCrossing,887,89,933,134
speedLimit30,655,175,671,194
speedLimit30,711,170,735,199
speedLimit30,725,165,751,198
speedLimit30,743,165,771,198
speedLimit30,765,156,795,192
speedLimit30,792,146,826,186
speedLimit30,827,137,864,182
speedLimit30,872,119,915,173
speedLimit30,933,102,983,166
pedestrianCrossing,651,163,678,189
pedestrianCrossing,662,160,693,190
pedestrianCrossing,675,158,708,191
pedestrianCrossing,690,154,728,190
pedestrianCrossing,708,139,748,179
pedestrianCrossing,732,124,776,169
pedestrianCrossing,762,108,811,158
pedestrianCrossing,804,89,860,147
pedestrianCrossing,865,62,933,132
laneEnds,558,175,583,199
laneEnds,576,169,603,198
laneEnds,597,167,628,198
laneEnds,593,153,627,186
laneEnds,597,153,632,187
laneEnds,597,157,630,191
laneEnds,597,157,630,191
laneEnds,597,157,630,191
laneEnds,597,157,630,191
laneEnds,597,157,630,191
laneEnds,597,157,630,191
laneEnds,597,157,630,191
laneEnds,597,157,630,191
laneEnds,597,157,630,191
laneEnds,597,157,630,191
laneEnds,597,157,630,191
laneEnds,597,157,630,191
laneEnds,597,157,630,191
laneEnds,597,157,630,191
laneEnds,597,157,630,191
laneEnds,597,157,630,191
laneEnds,597,157,630,191
laneEnds,597,157,630,191
laneEnds,598,157,631,191
laneEnds,598,157,631,191
laneEnds,598,157,631,191
laneEnds,598,170,632,206
laneEnds,583,191,620,229
laneEnds,568,167,609,210
laneEnds,582,153,637,209
speedLimit30,533,216,550,236
laneEnds,673,55,763,146
speedLimit30,572,184,592,209
laneEnds,707,2,816,110
speedLimit30,581,166,602,193
speedLimit30,593,165,618,194
speedLimit30,608,170,634,201
speedLimit30,626,167,654,201
speedLimit30,648,169,678,205
speedLimit30,672,152,704,191
speedLimit30,700,127,736,171
speedLimit30,735,118,774,166
speedLimit30,781,98,827,154
speedLimit30,837,76,893,142
speedLimit30,916,39,984,118
pedestrianCrossing,612,184,633,204
pedestrianCrossing,614,184,636,205
pedestrianCrossing,618,176,641,199
pedestrianCrossing,622,174,646,198
pedestrianCrossing,626,174,651,199
pedestrianCrossing,631,169,657,195
pedestrianCrossing,638,167,665,195
pedestrianCrossing,645,166,676,195
pedestrianCrossing,658,163,687,192
pedestrianCrossing,667,155,699,187
pedestrianCrossing,683,146,716,179
pedestrianCrossing,697,135,734,173
pedestrianCrossing,721,128,758,166
pedestrianCrossing,749,130,791,171
pedestrianCrossing,783,118,827,165
pedestrianCrossing,820,97,871,148
pedestrianCrossing,867,82,923,139
pedestrianCrossing,923,66,987,129
speedLimit25,740,193,763,222
speedLimit25,749,184,773,215
speedLimit25,759,182,784,214
speedLimit25,769,180,796,214
speedLimit25,783,172,811,208
speedLimit25,797,158,828,197
speedLimit25,816,153,849,196
speedLimit25,840,145,874,192
speedLimit25,869,132,908,182
speedLimit25,907,113,949,170
laneEnds,592,159,614,189
pedestrianCrossing,553,181,572,200
laneEnds,589,156,612,187
pedestrianCrossing,548,179,568,199
laneEnds,586,155,610,187
pedestrianCrossing,543,180,563,200
laneEnds,583,150,608,183
pedestrianCrossing,538,176,558,196
laneEnds,587,143,611,176
pedestrianCrossing,538,171,559,192
laneEnds,596,140,622,175
pedestrianCrossing,545,170,567,193
laneEnds,607,134,634,172
pedestrianCrossing,552,168,575,192
laneEnds,617,128,645,168
pedestrianCrossing,558,164,582,189
laneEnds,626,120,655,161
pedestrianCrossing,563,160,588,186
laneEnds,635,115,666,161
pedestrianCrossing,568,160,593,187
laneEnds,645,111,677,159
pedestrianCrossing,572,160,597,187
laneEnds,655,101,689,151
pedestrianCrossing,574,156,601,184
laneEnds,667,94,704,149
pedestrianCrossing,579,154,606,183
laneEnds,681,80,721,140
pedestrianCrossing,583,149,612,179
laneEnds,696,63,738,129
pedestrianCrossing,585,141,616,173
noRightTurn,637,260,676,298
laneEnds,715,45,759,118
pedestrianCrossing,589,134,622,169
noRightTurn,651,262,694,303
laneEnds,734,24,783,106
pedestrianCrossing,592,130,626,166
noRightTurn,667,267,713,313
laneEnds,761,0,815,91
pedestrianCrossing,596,125,633,164
noRightTurn,687,273,741,325
noRightTurn,725,295,794,357
pedestrianCrossing,605,127,647,168
noRightTurn,765,295,851,372
pedestrianCrossing,614,111,658,155
noRightTurn,819,294,925,391
pedestrianCrossing,625,90,672,138
pedestrianCrossing,637,82,688,134
pedestrianCrossing,652,75,704,130
pedestrianCrossing,312,204,329,221
pedestrianCrossing,664,58,723,116
pedestrianCrossing,312,197,330,215
pedestrianCrossing,680,41,743,104
pedestrianCrossing,310,195,328,213
pedestrianCrossing,698,30,766,98
pedestrianCrossing,310,200,328,218
pedestrianCrossing,720,20,794,94
pedestrianCrossing,311,204,329,222
pedestrianCrossing,748,6,827,87
pedestrianCrossing,313,206,333,226
pedestrianCrossing,316,206,336,226
pedestrianCrossing,321,206,341,226
pedestrianCrossing,336,196,356,215
pedestrianCrossing,351,187,372,207
pedestrianCrossing,366,192,388,213
pedestrianCrossing,382,198,404,220
pedestrianCrossing,398,191,421,214
pedestrianCrossing,416,189,437,210
pedestrianCrossing,431,189,453,211
pedestrianCrossing,439,190,462,213
pedestrianCrossing,442,195,465,218
pedestrianCrossing,438,198,462,222
pedestrianCrossing,430,194,456,219
pedestrianCrossing,420,191,446,217
pedestrianCrossing,408,190,437,218
pedestrianCrossing,397,184,425,212
pedestrianCrossing,383,184,412,214
pedestrianCrossing,369,179,399,210
pedestrianCrossing,354,172,385,203
pedestrianCrossing,338,170,370,203
pedestrianCrossing,320,164,355,199
curveRight,713,177,743,207
pedestrianCrossing,303,160,339,196
curveRight,718,173,749,204
pedestrianCrossing,283,154,321,193
curveRight,723,170,756,203
pedestrianCrossing,259,146,300,188
curveRight,730,165,765,201
pedestrianCrossing,234,141,280,188
curveRight,743,165,779,202
pedestrianCrossing,206,129,254,180
curveRight,755,159,793,197
pedestrianCrossing,167,116,222,173
curveRight,770,150,810,191
pedestrianCrossing,123,110,183,172
curveRight,784,150,827,192
pedestrianCrossing,67,94,133,164
curveRight,804,139,854,187
curveRight,832,130,884,183
curveRight,857,122,912,176
curveRight,887,107,951,172
curveRight,922,95,995,167
laneEnds,827,80,895,147
laneEnds,832,69,908,144
laneEnds,846,50,932,135
laneEnds,866,22,968,121
speedLimit35,734,160,755,185
speedLimit35,750,154,772,182
speedLimit35,768,153,792,183
speedLimit35,789,138,815,171
speedLimit35,815,132,844,168
speedLimit35,847,132,878,171
speedLimit35,890,117,924,161
speedLimit35,944,98,984,149
yieldAhead,837,141,879,184
keepRight,491,223,503,237
pedestrianCrossing,602,205,619,221
yieldAhead,870,132,916,180
keepRight,489,223,502,238
pedestrianCrossing,605,205,622,221
yieldAhead,909,122,960,173
keepRight,488,222,501,237
pedestrianCrossing,608,203,626,221
yieldAhead,958,105,1014,162
keepRight,486,218,500,235
pedestrianCrossing,610,199,628,217
keepRight,484,222,498,239
pedestrianCrossing,614,202,632,220
keepRight,483,222,497,239
pedestrianCrossing,616,201,635,220
keepRight,480,222,495,240
pedestrianCrossing,619,201,638,221
yield,498,191,511,205
keepRight,478,217,493,236
pedestrianCrossing,623,195,643,216
yield,497,186,511,200
keepRight,473,221,489,242
pedestrianCrossing,623,199,645,221
yield,493,190,508,204
keepRight,466,221,483,243
pedestrianCrossing,624,197,647,220
yield,487,187,503,202
keepRight,457,215,475,238
pedestrianCrossing,621,191,645,214
yield,479,181,496,196
keepRight,460,219,477,239
yield,482,184,497,198
pedestrianCrossing,621,193,645,217
keepRight,452,214,470,236
yield,475,177,492,193
pedestrianCrossing,620,188,645,213
keepRight,443,213,462,236
yield,469,175,486,191
pedestrianCrossing,622,185,647,210
keepRight,436,216,457,241
yield,464,178,483,195
pedestrianCrossing,625,190,651,216
keepRight,429,217,451,243
yield,459,176,478,193
pedestrianCrossing,628,188,654,214
keepRight,419,215,441,243
yield,452,173,472,191
pedestrianCrossing,630,185,658,214
keepRight,406,217,429,246
yield,444,172,464,191
pedestrianCrossing,631,185,660,215
keepRight,392,215,416,246
yield,433,168,454,188
pedestrianCrossing,631,180,662,211
keepRight,380,213,406,246
yield,427,163,449,183
pedestrianCrossing,638,176,670,209
keepRight,366,213,394,248
yield,420,161,443,182
pedestrianCrossing,644,173,679,208
keepRight,350,210,381,249
yield,412,155,436,177
pedestrianCrossing,652,166,688,203
keepRight,326,214,361,258
yield,401,156,426,179
pedestrianCrossing,658,168,697,208
keepRight,297,217,336,265
yield,386,155,413,180
pedestrianCrossing,664,169,705,213
pedestrianCrossing,518,210,536,228
keepRight,267,212,309,268
yield,373,146,403,173
pedestrianCrossing,674,159,720,205
pedestrianCrossing,517,206,535,224
keepRight,229,213,279,277
yield,363,142,395,171
pedestrianCrossing,692,152,741,203
pedestrianCrossing,519,207,537,225
keepRight,183,214,240,289
yield,353,138,387,170
pedestrianCrossing,713,149,768,205
pedestrianCrossing,523,209,541,228
keepRight,116,213,185,302
yield,343,130,379,164
pedestrianCrossing,740,140,801,204
pedestrianCrossing,526,209,546,229
keepRight,22,213,105,327
yield,331,125,371,161
pedestrianCrossing,772,133,840,204
pedestrianCrossing,531,211,552,232
pedestrianCrossing,812,119,889,199
pedestrianCrossing,537,211,559,231
yield,317,116,360,157
pedestrianCrossing,862,98,949,191
pedestrianCrossing,543,207,565,227
yield,300,102,348,146
pedestrianCrossing,921,67,1018,171
pedestrianCrossing,547,197,570,219
yield,276,80,330,128
yield,220,62,284,121
pedestrianCrossing,556,207,578,230
yield,176,25,252,94
pedestrianCrossing,560,194,583,218
pedestrianCrossing,562,213,586,238
pedestrianCrossing,556,220,583,247
pedestrianCrossing,520,208,548,237
pedestrianCrossing,442,211,472,242
pedestrianCrossing,300,209,332,243
pedestrianCrossing,125,214,162,251
pedestrianCrossing,253,204,300,252
pedestrianCrossing,542,170,597,223
pedestrianCrossing,843,155,903,218
roundabout,694,134,725,169
roundabout,707,126,745,164
roundabout,723,121,762,161
roundabout,740,110,783,154
roundabout,760,101,805,147
roundabout,780,93,828,140
roundabout,807,84,859,137
roundabout,840,59,896,119
roundabout,880,36,944,102
roundabout,933,14,1004,86
pedestrianCrossing,583,201,606,223
pedestrianCrossing,583,189,608,213
pedestrianCrossing,586,200,611,224
pedestrianCrossing,588,203,614,228
pedestrianCrossing,589,187,617,214
pedestrianCrossing,594,190,623,219
pedestrianCrossing,599,192,628,223
pedestrianCrossing,603,187,633,219
pedestrianCrossing,606,186,638,219
pedestrianCrossing,610,180,643,214
pedestrianCrossing,617,178,651,213
pedestrianCrossing,623,178,658,215
pedestrianCrossing,628,177,666,215
yield,591,190,616,213
pedestrianCrossing,636,175,676,215
yield,595,190,621,214
pedestrianCrossing,648,170,690,214
yield,602,187,628,212
pedestrianCrossing,661,165,707,213
yield,610,184,638,210
pedestrianCrossing,674,160,725,211
yield,618,182,646,208
pedestrianCrossing,690,150,744,205
yield,625,174,656,203
pedestrianCrossing,710,144,768,204
yield,636,172,669,203
yield,356,143,387,172
pedestrianCrossing,733,142,796,207
yield,647,173,683,208
yield,349,142,382,173
pedestrianCrossing,758,122,827,193
yield,659,158,696,194
yield,338,123,373,156
pedestrianCrossing,787,108,864,188
yield,672,152,711,191
yield,326,113,364,148
pedestrianCrossing,821,103,906,192
yield,684,157,725,197
yield,312,115,353,152
pedestrianCrossing,859,83,955,184
yield,696,147,740,188
yield,292,102,337,142
pedestrianCrossing,907,68,1015,182
yield,708,146,756,189
yield,272,94,320,138
yield,727,135,777,181
yield,252,78,304,126
yield,747,124,801,174
yield,231,56,288,110
yield,764,123,825,176
yield,201,48,264,109
yield,783,115,848,173
yield,166,33,236,99
yield,804,102,877,168
yield,126,13,203,87
yield,830,90,910,161
yield,861,76,948,154
yield,891,59,985,144
pedestrianCrossing,287,141,329,184
pedestrianCrossing,366,139,410,185
pedestrianCrossing,449,129,495,177
pedestrianCrossing,540,114,587,164
pedestrianCrossing,635,113,686,166
pedestrianCrossing,731,116,784,170
pedestrianCrossing,824,113,880,170
pedestrianCrossing,914,110,974,170
speedLimit25,669,187,685,206
speedLimit25,671,194,687,214
speedLimit25,673,194,690,215
roundabout,654,193,673,214
speedLimit25,677,190,695,213
roundabout,656,190,676,212
speedLimit25,681,190,699,213
roundabout,657,188,678,212
speedLimit25,685,186,704,210
roundabout,657,186,680,211
speedLimit25,693,180,712,204
roundabout,662,181,686,206
speedLimit25,697,179,717,204
roundabout,664,179,688,204
speedLimit25,701,178,722,204
roundabout,663,179,688,206
speedLimit25,707,175,729,203
roundabout,666,178,691,205
speedLimit25,717,172,740,200
roundabout,671,176,697,204
speedLimit25,731,166,755,196
roundabout,678,171,705,200
speedLimit25,742,163,768,196
roundabout,681,171,711,201
speedLimit25,756,158,783,192
roundabout,686,168,717,199
speedLimit25,770,155,800,192
roundabout,691,166,722,199
speedLimit25,788,148,821,189
roundabout,697,164,729,197
speedLimit25,811,138,848,183
roundabout,703,158,738,193
speedLimit25,844,124,884,172
roundabout,716,150,752,187
speedLimit25,886,112,929,165
roundabout,729,144,767,183
speedLimit25,934,98,982,158
roundabout,740,138,782,180
roundabout,752,134,797,178
roundabout,766,124,813,172
roundabout,781,118,832,168
roundabout,798,105,853,159
roundabout,822,91,880,151
roundabout,850,80,915,147
roundabout,889,64,960,138
pedestrianCrossing,629,195,651,217
pedestrianCrossing,631,195,653,217
pedestrianCrossing,634,193,657,217
pedestrianCrossing,636,195,663,221
pedestrianCrossing,639,188,667,216
pedestrianCrossing,642,178,673,208
pedestrianCrossing,649,186,680,217
pedestrianCrossing,655,186,689,219
pedestrianCrossing,663,174,698,210
yield,640,188,659,205
pedestrianCrossing,670,173,706,210
yield,644,188,664,205
pedestrianCrossing,677,172,716,212
yield,649,188,673,208
pedestrianCrossing,684,163,727,206
yield,655,180,678,200
yield,483,171,502,189
pedestrianCrossing,694,157,739,202
yield,661,177,685,198
yield,478,166,498,185
pedestrianCrossing,705,155,753,205
yield,666,177,691,199
yield,472,167,494,187
pedestrianCrossing,716,152,768,204
yield,672,175,699,200
yield,466,165,489,186
pedestrianCrossing,731,140,788,198
yield,679,167,708,194
yield,460,157,484,179
pedestrianCrossing,748,126,811,190
yield,686,157,718,187
yield,451,147,476,170
pedestrianCrossing,768,122,837,192
yield,694,157,730,190
yield,443,147,470,173
pedestrianCrossing,794,112,869,189
yield,704,154,743,187
yield,434,143,463,170
pedestrianCrossing,824,82,909,167
yield,716,132,758,168
yield,422,121,453,150
pedestrianCrossing,864,60,960,158
yield,732,121,777,162
yield,409,111,444,144
pedestrianCrossing,914,40,1023,151
yield,749,115,798,159
yield,396,107,433,141
yield,766,108,819,155
yield,384,100,423,135
pedestrianCrossing,692,184,718,208
yield,786,101,845,154
yield,364,99,407,139
pedestrianCrossing,691,191,717,215
yield,814,102,880,161
yield,341,103,388,148
pedestrianCrossing,689,205,716,231
yield,844,83,919,151
yield,311,86,362,134
pedestrianCrossing,684,201,712,228
yield,877,40,964,114
yield,270,44,325,92
pedestrianCrossing,669,179,698,207
yield,210,20,271,80
pedestrianCrossing,650,173,679,201
yield,146,5,218,75
pedestrianCrossing,631,193,661,222
pedestrianCrossing,604,194,634,223
pedestrianCrossing,452,174,483,205
pedestrianCrossing,409,167,442,200
pedestrianCrossing,370,180,404,214
pedestrianCrossing,334,191,369,227
pedestrianCrossing,300,188,335,224
pedestrianCrossing,276,183,312,220
pedestrianCrossing,820,96,889,161
pedestrianCrossing,580,186,604,209
pedestrianCrossing,581,189,606,213
pedestrianCrossing,583,186,610,213
pedestrianCrossing,591,181,619,210
pedestrianCrossing,598,178,627,208
pedestrianCrossing,603,177,633,208
pedestrianCrossing,608,177,639,209
pedestrianCrossing,615,177,647,210
pedestrianCrossing,625,172,658,206
pedestrianCrossing,633,168,668,205
pedestrianCrossing,640,168,677,207
pedestrianCrossing,648,176,688,217
pedestrianCrossing,658,167,700,209
pedestrianCrossing,670,157,714,201
pedestrianCrossing,683,156,730,204
yield,417,172,440,193
pedestrianCrossing,696,158,747,209
yield,415,175,439,197
pedestrianCrossing,712,146,766,202
yield,411,168,436,191
pedestrianCrossing,729,139,788,199
yield,405,165,432,190
pedestrianCrossing,749,135,812,200
yield,399,166,427,192
pedestrianCrossing,613,203,633,223
pedestrianCrossing,769,122,839,193
yield,391,158,420,186
pedestrianCrossing,615,198,635,218
pedestrianCrossing,796,108,872,186
yield,382,152,413,183
pedestrianCrossing,617,195,638,216
pedestrianCrossing,826,96,911,183
yield,374,149,406,181
pedestrianCrossing,619,195,641,217
pedestrianCrossing,869,74,961,171
yield,364,139,401,173
pedestrianCrossing,626,189,648,211
